path,remote_url,status
/mnt/external/ai-repos/mnt/repos/repos/hostedaugur/hosted/127354-github.com-ussba-reference-architecture/reference-architecture,https://github.com/ussba/reference-architecture,clone_failed
/mnt/external/ai-repos/mnt/repos/repos/hostedaugur/hosted/129742-github.com-hhs-hhs-bizflow/hhs-bizflow,https://github.com/hhs/hhs-bizflow,clone_failed
/mnt/external/ai-repos/mnt/repos/repos/hostedaugur/hosted/138571-github.com-pivotal-cf-docs-csb-gcp/docs-csb-gcp,https://github.com/pivotal-cf/docs-csb-gcp,clone_failed
/mnt/external/ai-repos/mnt/repos/repos/hostedaugur/hosted/261986-github.com-elastic-wordlake-staging/wordlake-staging,https://github.com/elastic/wordlake-staging,clone_failed
/mnt/external/ai-repos/mnt/repos/repos/hostedaugur/hosted/125784-github.com-department-of-veterans-affairs-ngl_gldelaware/ngl_gldelaware,https://github.com/department-of-veterans-affairs/ngl_gldelaware,clone_failed
/mnt/external/ai-repos/mnt/repos/repos/hostedaugur/hosted/46529-github.com-azure-azure-iot-security-agent-c/azure-iot-security-agent-c,https://github.com/azure/azure-iot-security-agent-c,clone_failed
/mnt/external/ai-repos/mnt/repos/repos/hostedaugur/hosted/127359-github.com-ussba-learning-paths/learning-paths,https://github.com/ussba/learning-paths,clone_failed
/mnt/external/ai-repos/mnt/repos/repos/hostedaugur/hosted/126146-github.com-department-of-veterans-affairs-lighthouse-mock-emis/lighthouse-mock-emis,https://github.com/department-of-veterans-affairs/lighthouse-mock-emis,clone_failed
/mnt/external/ai-repos/mnt/repos/repos/hostedaugur/hosted/125732-github.com-department-of-veterans-affairs-ngl_oregon/ngl_oregon,https://github.com/department-of-veterans-affairs/ngl_oregon,clone_failed
/mnt/external/ai-repos/mnt/repos/repos/hostedaugur/hosted/125787-github.com-department-of-veterans-affairs-ngl-georgia/ngl-georgia,https://github.com/department-of-veterans-affairs/ngl-georgia,clone_failed
/mnt/external/ai-repos/mnt/repos/repos/hostedaugur/hosted/224637-github.com-eclipse-score/score,https://github.com/eclipse/score,clone_failed
